WPRDC_ID,HomeZipCode,Destination,Other,MilesOneWay,CommuteDays,PrimaryMode,PrimaryModePercentCommute,PrimaryModeNumberTrips,SecondaryMode,SecondaryModePercentCommute,SecondaryModeNumberTrips,TertiaryMode,TertiaryModePercentCommute,TertiaryModeNumberTrips
12261,15226,Other (please specify),Squirrel Hill,,7,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,14,I only commute by one method,0,0,I do not use a third transportation method,0,0
12627,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12711,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Carpool,82,8,Walk,18,2,I do not use a third transportation method,0,0
12720,15226,Oakland,,4.572140799,5,Dropped off / Picked up,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12730,15226,Oakland,,4.572140799,5,University Shuttle,90,9,Drive Alone,10,1,I do not use a third transportation method,0,0
12806,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12936,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Light Rail (T),90,9,Carpool,10,1,I do not use a third transportation method,0,0
13034,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13200,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13235,15226,Uptown / Bluff,,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13308,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13479,15226,Uptown / Bluff,,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13671,15226,Other (please specify),Lawrenceville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13869,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,,0,0
14001,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",90,7.2,Light Rail (T),10,0.8,I do not use a third transportation method,0,0
14112,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14120,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14126,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,6,Bus,82,10,Dropped Off,18,2,I do not use a third transportation method,0,0
14134,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Light Rail (T),100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14158,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,3,Bus,100,6,I only commute by one method,0,0,,0,0
14427,15226,Other (please specify),South Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14438,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14508,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Dropped off / Picked up,80,8,I only commute by one method,,0,Bus,20,2
14946,15226,Uptown / Bluff,,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14956,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14982,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,83,8,Drive Alone,17,2,I do not use a third transportation method,0,0
14985,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15246,15226,Other (please specify),Squirrel Hill,,6,Bus,100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
15282,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,4,Bus,60,4.8,Light Rail (T),40,3.2,I do not use a third transportation method,0,0
15371,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Light Rail (T),100,10,I only commute by one method,0,0,,0,0
15487,15226,Oakland,,4.572140799,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,,0,0
15513,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15515,15226,Other (please specify),South Side,,7,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,14,I only commute by one method,0,0,I do not use a third transportation method,0,0
15598,15226,Oakland,,4.572140799,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
15787,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Dropped off / Picked up,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15914,15226,Other (please specify),Shadyside,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15983,15226,Oakland,,4.572140799,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15993,15226,Oakland,,4.572140799,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16037,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",30,3,Bus,10,1,Light Rail (T),60,6
16076,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16271,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,3,Bus,100,6,I only commute by one method,0,0,,0,0
16281,15226,Oakland,,4.572140799,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16284,15226,Oakland,,4.572140799,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16312,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Dropped off / Picked up,20,2,I only commute by one method,,0,Bus,80,8
16318,15226,Other (please specify),Shadyside,,5,Other,0,0,Drive Alone,100,10,I do not use a third transportation method,0,0
16331,15226,Other (please specify),McCandless,,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
16528,15226,Oakland,,4.572140799,5,Bus,82,8,Drive Alone,18,2,I do not use a third transportation method,0,0
16572,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16621,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,20,2,Park and Ride,0,0,Travel/Not in Office/Work at Non-Home Location,80,8
16811,15226,Other (please specify),South Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16939,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16981,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17024,15226,Other (please specify),South Hills,,7,Other,0,0,Drive Alone,100,14,I do not use a third transportation method,0,0
17226,15226,Uptown / Bluff,,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",50,5,Bus,50,5,I do not use a third transportation method,0,0
17259,15226,Oakland,,4.572140799,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17309,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,University Shuttle,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17572,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",50,5,Dropped Off,50,5,I do not use a third transportation method,0,0
17602,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
17604,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
17622,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17638,15226,Other (please specify),West End,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17653,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17692,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Carpool,100,10,Carpool,0,0,I do not use a third transportation method,0,0
17699,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17701,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,90,9,Drive Alone,10,1,I do not use a third transportation method,0,0
17729,15226,Oakland,,4.572140799,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
17747,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,6,Bus,30,3.6,Light Rail (T),20,2.4,Dropped Off,50,6
17753,15226,Other (please specify),Shadyside,,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
17758,15226,Other (please specify),West End,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17767,15226,Other (please specify),Strip District,,5,Other,0,0,Drive Alone,100,10,I do not use a third transportation method,0,0
17784,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Light Rail (T),100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17831,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",90,9,Drive Alone,10,1,I do not use a third transportation method,0,0
17885,15226,Other (please specify),Brookline,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,,0,,0,0
18221,15226,Other (please specify),Brookline,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
18342,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,6,Light Rail (T),100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
18394,15226,Other (please specify),East Liberty ,,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
18440,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Light Rail (T),100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
18449,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
18764,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,4,Carpool,75,6,Drive Alone,25,2,I do not use a third transportation method,0,0
18829,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Bus,40,4,I do not use a third transportation method,0,0
18854,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Telecommute,40,4,I do not use a third transportation method,0,0
18906,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,80,8,Telecommute,20,2,I do not use a third transportation method,0,0
18925,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
18992,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,Absent,0,0,I do not use a third transportation method,0,0
19041,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19042,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19223,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19352,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Telecommute,40,4,I do not use a third transportation method,0,0
19361,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19372,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Telecommute,40,4,I do not use a third transportation method,0,0
19382,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Telecommute,40,4,I do not use a third transportation method,0,0
19454,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",80,8,Telecommute,20,2,I do not use a third transportation method,0,0
19661,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19820,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19841,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19963,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
20119,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,4,Carpool,100,8,Absent,0,0,I do not use a third transportation method,0,0
20147,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Carpool,80,8,Telecommute,20,2,I do not use a third transportation method,0,0
20307,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",80,8,Bus,20,2,I do not use a third transportation method,0,0
20482,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",40,3.2,Telecommute,40,3.2,Absent,20,1.6
20503,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
20626,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,1,Bus,100,2,I only commute by one method,0,0,Drove Alone,0,0
20698,15226,Downtown (includes Golden Triangle & Lower Hill),,3.086905478,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,Dropped Off,0,0
37,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",50,5,Other,50,5,I do not use a third transportation method,0,0
170,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
177,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
298,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Carpool,70,7,Drive Alone,20,2,Bus,10,1
310,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,50,5,Light Rail (T),50,5,I do not use a third transportation method,0,0
386,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
413,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
453,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,90,9,Carpool,10,1,I do not use a third transportation method,0,0
550,15227,Other (please specify),Robinson ,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
609,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
779,15227,Oakland,,4.81231291,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
789,15227,Other (please specify),Robinson ,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
956,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1070,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1087,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1146,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,,0,0
1175,15227,Other (please specify),South Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1182,15227,Pittsburgh Technology Park,,4.81231291,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1284,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
1386,15227,Oakland,,4.81231291,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1411,15227,Oakland,,4.81231291,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1418,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1599,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1606,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Light Rail (T),90,9,Bus,10,1,I do not use a third transportation method,0,0
1615,15227,Other (please specify),North Versailles,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1665,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1745,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
1772,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Light Rail (T),50,5,Drive Alone,50,5,I do not use a third transportation method,0,0
1916,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1933,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Light Rail (T),90,9,Drive Alone,10,1,I do not use a third transportation method,0,0
1959,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Dropped off / Picked up,90,9,I only commute by one method,,0,Bus,10,1
1997,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2002,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Light Rail (T),100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2051,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Light Rail (T),100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2070,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2098,15227,Uptown / Bluff,,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",90,9,Walk,10,1,I do not use a third transportation method,0,0
2222,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,3,Bike,100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
2228,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
2234,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",80,6.4,Telecommute,20,1.6,I do not use a third transportation method,0,0
2259,15227,Oakland,,4.81231291,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2260,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Light Rail (T),90,9,Drive Alone,10,1,I do not use a third transportation method,0,0
2309,15227,Other (please specify),Strip District,,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,Carpool,0,0,I do not use a third transportation method,0,0
2324,15227,North Shore,,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,,0,0
2414,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2438,15227,Oakland,,4.81231291,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2503,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,2,Bike,50,2,Drive Alone,50,2,I do not use a third transportation method,0,0
2507,15227,Oakland,,4.81231291,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2538,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,4,Dropped off / Picked up,30,2.4,I only commute by one method,,0,Drove Alone,70,5.6
2560,15227,Other (please specify),South Side,,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2694,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,Drive Alone,0,0,I do not use a third transportation method,0,0
2745,15227,Other (please specify),Lawrenceville,,5,Other,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2813,15227,Oakland,,4.81231291,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2814,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2818,15227,Oakland,,4.81231291,4,Bus,60,4.8,Drive Alone,20,1.6,Dropped Off,20,1.6
2837,15227,Oakland,,4.81231291,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
2852,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,6,Bike,100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
2918,15227,Other (please specify),Station Square,,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",89,7,Carpool,11,1,I do not use a third transportation method,0,0
2921,15227,Other (please specify),Bethal Park,,6,Bus,50,6,Light Rail (T),50,6,I do not use a third transportation method,0,0
2922,15227,Other (please specify),South Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Bike,40,4,I do not use a third transportation method,0,0
2943,15227,Other (please specify),Pleasant Hills,,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3206,15227,Uptown / Bluff,,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3264,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3396,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3432,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,3,Bus,100,6,Carpool,0,0,I do not use a third transportation method,0,0
3618,15227,Other (please specify),North Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3721,15227,Downtown (includes Golden Triangle & Lower Hill),,4.752552096,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
